,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,163783,Male,29,Single,0,Postgraduate,Employed,Freelancer,Own,22319.546323646297,840,Home,7,23,1
0,163837,Male,37,Married,0,Postgraduate,Employed,Salaried,Other,21572.80673939083,343,Personal,4,24,0
0,163862,Male,33,Married,1,Graduate,Employed,Professional,Own,22452.97441814174,302,Personal,7,27,0
0,164015,Male,27,Single,2,High School,Employed,Professional,Rent,21826.55278825957,849,Home,6,7,1
0,164063,Male,42,Divorced,2,Postgraduate,Employed,Business,Rent,21334.855318855647,813,Home,1,25,1
0,164089,Male,32,Single,0,Postgraduate,Employed,Freelancer,Own,22052.09392377971,330,Home,1,13,0
0,164146,Male,32,Married,3,Postgraduate,Self-Employed,Salaried,Rent,20700.62787590208,847,Personal,6,15,1
0,164234,Female,60,Single,1,Graduate,Self-Employed,Professional,Own,20808.100444724536,797,Education,4,27,1
0,164240,Female,51,Single,1,High School,Employed,Freelancer,Own,21776.288756630456,350,Personal,9,16,0
0,164314,Male,33,Married,0,High School,Employed,Salaried,Own,21330.135914694994,752,Education,1,12,1
0,164393,Male,35,Married,1,Graduate,Self-Employed,Professional,Other,20994.48218996305,686,Personal,2,6,0
0,164453,Female,29,Married,1,Graduate,Unemployed,Salaried,Other,22807.985327874143,344,Personal,5,18,0
0,164587,Male,28,Married,0,High School,Self-Employed,Freelancer,Rent,23150.780242767858,834,Vehicle,9,15,0
0,164643,Male,59,Married,2,Graduate,Unemployed,Professional,Rent,23375.14298100355,767,Education,9,9,0
0,164731,Male,52,Married,2,Graduate,Self-Employed,Salaried,Rent,21798.604420038206,316,Home,3,20,0
0,164746,Male,33,Single,1,High School,Employed,Professional,Rent,20485.140914948446,837,Home,9,7,0
0,164752,Male,55,Married,3,Graduate,Employed,Business,Own,20723.586270368603,527,Home,8,20,1
0,164759,Male,44,Single,2,Graduate,Employed,Salaried,Own,20687.16438762468,768,Personal,5,8,1
0,164906,Female,28,Married,1,Postgraduate,Self-Employed,Professional,Own,21662.96217006462,847,Personal,4,24,1
0,164962,Male,26,Single,2,Graduate,Unemployed,Freelancer,Rent,20654.95839647169,339,Vehicle,3,22,1
0,165118,Female,33,Married,1,High School,Self-Employed,Business,Own,21196.98420481663,656,Vehicle,6,8,1
0,165124,Male,32,Married,0,Postgraduate,Employed,Business,Rent,21626.281347772278,751,Home,6,19,1
0,165165,Male,35,Single,0,Postgraduate,Unemployed,Freelancer,Own,20844.582530058313,699,Home,3,13,0
0,165212,Male,64,Single,0,Graduate,Self-Employed,Professional,Rent,21214.248665699168,788,Home,0,6,1
0,165248,Male,30,Divorced,2,Postgraduate,Employed,Professional,Rent,21331.570857106675,849,Vehicle,5,11,1
0,165380,Male,31,Married,0,High School,Employed,Business,Own,21799.463333124197,646,Home,1,18,0
0,165415,Female,42,Single,3,High School,Self-Employed,Business,Own,21738.76783456145,418,Home,1,8,0
0,165448,Male,30,Single,3,High School,Unemployed,Freelancer,Own,22086.403927036212,849,Education,2,8,1
0,165476,Female,41,Married,2,High School,Self-Employed,Salaried,Rent,20914.180828656517,776,Home,1,27,0
0,165484,Male,58,Married,1,High School,Self-Employed,Business,Own,21483.662096518354,669,Education,8,13,0
0,165541,Male,38,Married,1,Postgraduate,Employed,Professional,Other,20858.92340267086,849,Home,5,19,0
0,165582,Male,59,Single,1,Postgraduate,Self-Employed,Freelancer,Own,21040.437631695266,359,Vehicle,6,12,0
0,165741,Male,29,Divorced,2,Graduate,Self-Employed,Professional,Rent,20658.484010640266,691,Education,4,20,1
0,165780,Male,29,Single,0,High School,Employed,Business,Rent,21157.931195247766,384,Personal,5,26,0
0,165848,Female,33,Single,1,High School,Self-Employed,Business,Own,20702.653898286913,481,Home,0,22,1
0,165850,Female,56,Married,2,High School,Employed,Freelancer,Rent,21035.690178600704,306,Personal,5,11,0
0,165868,Female,34,Single,0,High School,Self-Employed,Business,Rent,22002.941587701953,849,Home,4,16,1
0,165997,Male,32,Single,2,High School,Employed,Freelancer,Own,21040.437631695266,589,Personal,7,24,0
0,166039,Female,56,Divorced,0,Postgraduate,Self-Employed,Business,Other,21673.968982203594,848,Personal,7,16,1
0,166105,Male,23,Married,1,High School,Unemployed,Freelancer,Own,20734.06391542513,588,Home,7,10,0
0,166152,Male,43,Single,3,Graduate,Unemployed,Salaried,Rent,21997.584241324905,826,Home,1,21,0
0,166163,Male,30,Divorced,1,Graduate,Employed,Freelancer,Own,20951.70106660518,849,Home,2,7,1
0,166346,Female,55,Married,1,High School,Employed,Salaried,Own,21762.282760923994,817,Home,7,24,1
0,166362,Male,42,Divorced,3,Postgraduate,Employed,Freelancer,Own,21040.437631695266,361,Education,0,8,0
0,166630,Female,35,Married,3,Graduate,Employed,Freelancer,Own,22772.812306809614,385,Home,4,23,1
0,166655,Male,40,Married,3,High School,Self-Employed,Freelancer,Rent,21453.943566919053,739,Personal,1,22,1
0,166765,Male,32,Single,3,Postgraduate,Self-Employed,Freelancer,Rent,21040.437631695266,514,Home,3,21,1
0,166847,Male,57,Married,3,High School,Employed,Salaried,Own,23380.737375078166,466,Home,6,13,0
0,166956,Female,31,Single,1,Graduate,Employed,Professional,Own,21357.26504881005,762,Home,6,8,0
0,166957,Male,44,Married,3,Graduate,Employed,Salaried,Rent,20961.297564664692,639,Home,9,13,1
0,167085,Male,27,Married,3,Graduate,Unemployed,Business,Own,21040.437631695266,810,Vehicle,0,19,1
0,167155,Male,24,Married,1,Graduate,Self-Employed,Freelancer,Own,21017.024981323448,808,Education,1,9,1
0,167183,Male,29,Divorced,1,High School,Self-Employed,Freelancer,Rent,22616.024581268648,776,Home,1,8,1
0,167280,Female,51,Married,1,High School,Employed,Business,Own,22366.477663042522,669,Home,5,20,1
0,167325,Male,68,Married,2,Graduate,Employed,Professional,Own,20763.16776289957,845,Vehicle,1,20,1
0,167364,Male,38,Single,2,Graduate,Unemployed,Professional,Own,77427.34903401678,493,Home,0,11,0
0,167395,Male,44,Married,3,Postgraduate,Employed,Business,Other,21185.474906288437,321,Vehicle,7,14,0
0,167557,Female,40,Single,0,Graduate,Self-Employed,Business,Own,22587.594250268245,468,Vehicle,7,12,1
0,167579,Female,30,Single,1,High School,Unemployed,Salaried,Own,22965.60836434939,447,Education,2,6,0
0,167615,Male,63,Single,1,High School,Employed,Business,Rent,21643.304998295385,316,Home,6,22,1
0,167702,Male,31,Married,3,Postgraduate,Self-Employed,Professional,Other,20558.762867322235,847,Personal,7,29,1
0,167717,Male,47,Single,1,High School,Unemployed,Freelancer,Own,21515.45351074573,409,Home,2,9,0
0,167734,Male,51,Married,1,Graduate,Employed,Salaried,Own,21040.437631695266,849,Home,7,13,1
0,167900,Male,53,Married,2,Graduate,Self-Employed,Freelancer,Rent,20656.682721786892,455,Personal,5,29,1
0,167928,Female,31,Married,3,Graduate,Employed,Professional,Rent,21611.633305127383,314,Personal,3,11,1
0,167991,Male,32,Married,0,High School,Employed,Salaried,Other,21107.29773863543,804,Home,2,8,1
0,167993,Male,29,Married,0,Graduate,Employed,Business,Own,22275.869002643947,841,Vehicle,2,8,1
0,168211,Male,28,Married,1,High School,Employed,Salaried,Rent,20565.559260832997,434,Vehicle,6,14,1
0,168213,Male,28,Married,0,Graduate,Employed,Salaried,Own,21487.36216137345,812,Personal,7,8,1
0,168356,Female,50,Divorced,1,Graduate,Self-Employed,Freelancer,Own,22876.269089240384,848,Education,9,10,1
0,168394,Male,35,Single,0,High School,Self-Employed,Salaried,Own,22016.83333531175,847,Vehicle,3,9,1
0,168431,Male,31,Single,0,High School,Self-Employed,Business,Own,20992.528684334182,531,Home,2,21,0
0,168442,Female,49,Single,3,Graduate,Employed,Business,Rent,21411.707687471604,396,Home,0,23,0
0,168503,Male,32,Single,1,High School,Employed,Professional,Own,21808.25735802571,839,Vehicle,1,7,0
0,168646,Male,26,Single,0,High School,Self-Employed,Salaried,Rent,20818.2497120182,848,Home,6,7,1
0,168650,Male,22,Married,1,High School,Self-Employed,Salaried,Rent,22158.96617700443,352,Home,1,18,1
0,168660,Male,60,Single,0,Graduate,Self-Employed,Professional,Own,21040.437631695266,838,Vehicle,1,22,1
0,168753,Male,32,Married,1,High School,Employed,Salaried,Other,20590.279607233384,849,Vehicle,6,8,0
0,168809,Male,34,Single,3,Graduate,Employed,Freelancer,Own,21040.437631695266,713,Personal,6,25,1
0,168864,Male,38,Married,0,Graduate,Self-Employed,Business,Own,20545.781683884044,849,Vehicle,2,14,1
0,168962,Male,34,Single,1,Graduate,Employed,Salaried,Other,22398.602927995475,834,Personal,8,13,0
0,169022,Male,33,Single,1,High School,Employed,Professional,Other,21232.171592408282,515,Home,6,24,0
0,169098,Male,53,Divorced,1,High School,Unemployed,Business,Own,21040.437631695266,542,Home,4,12,1
0,169130,Male,34,Married,2,Graduate,Self-Employed,Business,Rent,20728.697675483672,840,Vehicle,0,7,1
0,169143,Male,30,Married,3,High School,Self-Employed,Freelancer,Other,20838.536616559762,338,Education,3,21,0
0,169166,Male,36,Single,2,High School,Unemployed,Professional,Rent,23403.84011893628,752,Home,2,11,1
0,169413,Male,35,Single,2,Graduate,Employed,Professional,Rent,21293.2539610229,778,Education,9,21,1
0,169423,Male,27,Married,3,Graduate,Employed,Salaried,Rent,21085.18594308879,714,Vehicle,0,26,1
0,169515,Male,35,Married,2,High School,Employed,Professional,Own,20419.18042625446,831,Vehicle,8,20,1
0,169651,Male,36,Single,3,Postgraduate,Employed,Business,Rent,23471.223919996177,445,Home,4,18,0
0,169692,Male,47,Single,0,High School,Employed,Business,Rent,22326.24591412905,617,Personal,9,19,1
0,169811,Male,64,Single,0,Graduate,Self-Employed,Business,Own,21040.437631695266,849,Education,7,25,1
0,169814,Male,29,Married,2,High School,Unemployed,Freelancer,Own,21380.944506114196,327,Personal,5,20,1
0,169838,Male,27,Single,3,Postgraduate,Employed,Salaried,Other,21411.621830369022,797,Vehicle,2,7,1
0,169932,Male,39,Married,1,High School,Self-Employed,Freelancer,Own,21023.71499412145,803,Home,8,16,1
0,169997,Female,26,Married,0,Graduate,Self-Employed,Salaried,Own,21314.258849860555,848,Education,5,21,1
0,170201,Female,49,Single,1,High School,Employed,Freelancer,Rent,21303.42888282929,658,Personal,3,18,0
0,170428,Male,34,Married,2,Postgraduate,Employed,Business,Own,21219.907709145846,848,Vehicle,4,23,1
0,170491,Male,26,Single,0,Graduate,Unemployed,Professional,Own,21040.437631695266,842,Personal,9,8,1
0,170528,Female,48,Single,2,High School,Employed,Freelancer,Rent,21990.77108686583,382,Education,0,25,0
0,170629,Male,33,Single,0,Graduate,Employed,Salaried,Own,21040.437631695266,837,Education,1,19,0
0,170698,Male,40,Single,0,Graduate,Employed,Freelancer,Own,21724.681454715123,764,Home,7,24,0
0,170756,Male,43,Divorced,3,Graduate,Unemployed,Salaried,Own,22813.89168082348,848,Education,6,15,0
0,170857,Male,38,Single,3,High School,Employed,Salaried,Own,21409.832513621586,300,Personal,4,18,1
0,170905,Male,41,Single,3,Graduate,Unemployed,Professional,Own,20458.690086149803,848,Home,8,12,0
0,170936,Male,49,Single,2,High School,Employed,Professional,Own,23664.11199172159,615,Personal,0,15,0
0,170949,Male,38,Divorced,1,Postgraduate,Self-Employed,Freelancer,Own,23399.253434121456,649,Vehicle,9,18,1
0,170954,Female,48,Single,0,Graduate,Unemployed,Business,Other,20652.206180346693,667,Vehicle,6,26,1
0,171074,Male,44,Single,3,Graduate,Unemployed,Freelancer,Own,21040.437631695266,829,Personal,5,23,1
0,171172,Male,49,Single,3,High School,Unemployed,Salaried,Own,21811.59073437894,847,Home,5,9,0
0,171174,Male,34,Single,2,Postgraduate,Employed,Freelancer,Own,21462.006609238026,787,Vehicle,4,14,0
0,171304,Male,50,Married,3,High School,Employed,Freelancer,Own,23066.56537106037,822,Vehicle,3,17,1
0,171363,Male,28,Single,0,High School,Self-Employed,Salaried,Other,24196.134250405135,849,Vehicle,1,13,1
0,171460,Male,38,Married,3,Graduate,Employed,Professional,Own,21040.437631695266,361,Home,2,11,0
0,171716,Male,46,Single,2,Graduate,Employed,Salaried,Own,21293.298770905123,338,Vehicle,5,25,0
0,171776,Male,39,Single,2,Graduate,Unemployed,Business,Own,22061.070608811817,841,Home,0,28,1
0,171795,Male,29,Married,3,High School,Employed,Business,Own,21709.628412829366,490,Vehicle,2,16,1
0,171850,Male,18,Married,3,Postgraduate,Employed,Professional,Own,21306.22522471617,692,Home,1,8,0
0,171875,Male,42,Single,3,Graduate,Employed,Freelancer,Own,21040.437631695266,362,Home,7,27,1
0,171926,Male,50,Single,0,Graduate,Self-Employed,Professional,Own,20811.025059175037,315,Education,1,23,0
0,172008,Male,36,Divorced,1,High School,Unemployed,Salaried,Own,22662.860143817372,465,Home,9,26,1
0,172078,Male,36,Married,0,High School,Unemployed,Salaried,Other,21028.578405613524,751,Home,9,10,1
0,172156,Male,35,Single,3,Graduate,Self-Employed,Business,Own,20880.095216871305,839,Education,1,28,1
0,172184,Male,49,Married,0,Graduate,Self-Employed,Salaried,Own,22563.143789341713,830,Home,3,29,0
0,172260,Female,33,Married,2,High School,Self-Employed,Freelancer,Own,21131.032267626884,772,Home,0,26,1
0,172277,Male,29,Divorced,0,Graduate,Employed,Salaried,Other,23110.466741473836,315,Home,9,8,1
0,172300,Male,39,Single,3,Graduate,Employed,Professional,Rent,20911.255872145848,452,Education,2,26,0
0,172361,Male,34,Married,0,Graduate,Self-Employed,Freelancer,Own,21011.14223052582,824,Home,6,22,1
0,172372,Male,65,Married,3,High School,Self-Employed,Salaried,Own,22434.625968581582,598,Home,2,26,0
0,172381,Male,25,Married,2,Postgraduate,Self-Employed,Business,Own,21654.409297582708,847,Personal,7,10,1
0,172541,Male,36,Single,3,Graduate,Employed,Freelancer,Other,20980.79807287623,848,Vehicle,0,9,1
0,172795,Female,51,Single,3,High School,Self-Employed,Business,Own,20791.146916536207,353,Home,9,26,1
0,172887,Female,41,Married,2,Graduate,Unemployed,Professional,Own,21066.57376513783,590,Personal,4,13,1
0,172995,Male,45,Married,2,High School,Unemployed,Freelancer,Own,21795.33364069602,744,Home,0,18,1
0,173060,Male,63,Married,2,High School,Unemployed,Professional,Own,20917.798114950558,554,Home,8,11,1
0,173069,Male,54,Married,0,Graduate,Employed,Salaried,Rent,21437.554095950476,424,Vehicle,0,17,0
0,173104,Male,34,Married,0,Postgraduate,Self-Employed,Salaried,Own,21530.55478311541,655,Vehicle,7,19,0
0,173158,Male,36,Married,2,Graduate,Employed,Professional,Rent,21551.434819991144,341,Vehicle,0,27,0
0,173165,Male,32,Married,3,Graduate,Self-Employed,Freelancer,Own,21331.962173940752,748,Home,3,8,0
0,173167,Female,51,Married,2,Graduate,Self-Employed,Freelancer,Own,21930.888323266172,331,Education,4,6,1
0,173185,Male,44,Divorced,1,Graduate,Self-Employed,Freelancer,Rent,20842.71043474982,306,Education,9,27,0
0,173188,Male,49,Single,3,High School,Unemployed,Professional,Other,20945.78068918889,520,Home,7,11,0
0,173228,Female,45,Divorced,3,Graduate,Employed,Professional,Other,22399.200165051683,837,Personal,2,8,1
0,173408,Male,40,Divorced,2,Postgraduate,Self-Employed,Business,Own,22010.412181807093,818,Home,6,11,1
0,173515,Male,41,Married,2,High School,Unemployed,Salaried,Own,24996.456876115823,327,Vehicle,9,23,1
0,173822,Female,57,Divorced,3,Postgraduate,Unemployed,Professional,Own,23241.070787208657,328,Education,2,27,0
0,173870,Female,36,Single,2,Postgraduate,Employed,Freelancer,Own,20993.13447289463,686,Home,5,13,1
0,174177,Female,29,Single,2,Graduate,Unemployed,Business,Own,22504.5926659825,819,Home,9,18,0
0,174211,Male,19,Divorced,0,Graduate,Employed,Professional,Own,20894.82022305437,849,Home,3,24,1
0,174217,Male,37,Married,0,Graduate,Employed,Business,Rent,20718.72012239517,849,Education,9,21,0
0,174253,Female,57,Married,2,Graduate,Employed,Salaried,Own,20528.42520881587,366,Personal,2,15,0
0,174299,Female,25,Single,0,High School,Employed,Professional,Own,37660.53924905656,335,Home,5,6,1
0,174311,Male,49,Divorced,3,High School,Self-Employed,Business,Own,22303.933671322993,669,Education,7,24,1
0,174317,Male,50,Married,1,High School,Unemployed,Business,Own,23505.130634312663,747,Vehicle,8,22,1
0,174343,Male,47,Married,2,Postgraduate,Employed,Salaried,Rent,21893.775821039733,551,Vehicle,7,14,1
0,174357,Male,18,Single,0,Graduate,Unemployed,Business,Own,20653.96607991954,849,Home,9,18,1
0,174457,Female,30,Married,0,Postgraduate,Self-Employed,Professional,Own,21952.497632423598,414,Home,8,24,1
0,174473,Male,46,Married,3,High School,Self-Employed,Freelancer,Own,21609.311058635634,349,Education,9,14,0
0,174520,Male,44,Divorced,2,Postgraduate,Self-Employed,Professional,Own,21875.60832130932,710,Vehicle,0,25,1
0,174579,Male,26,Married,1,High School,Unemployed,Professional,Rent,20477.855375395084,849,Home,4,7,1
0,174582,Female,29,Single,3,Graduate,Self-Employed,Freelancer,Other,25795.103064935065,561,Home,5,27,1
0,174612,Male,40,Single,2,Graduate,Unemployed,Professional,Own,20855.048545069072,660,Vehicle,1,25,1
0,174632,Male,25,Single,3,Graduate,Employed,Freelancer,Rent,21291.48858848734,848,Vehicle,6,12,1
0,174645,Male,34,Single,0,High School,Employed,Salaried,Rent,21040.437631695266,839,Home,4,10,1
0,174680,Male,40,Married,3,Postgraduate,Employed,Salaried,Rent,23000.981832673337,840,Vehicle,1,13,1
0,174710,Male,38,Married,3,Postgraduate,Self-Employed,Professional,Rent,29693.86109489616,590,Home,1,10,0
0,174854,Male,35,Married,0,Graduate,Employed,Freelancer,Own,21220.874371185273,844,Vehicle,7,28,1
0,174885,Female,40,Married,1,Graduate,Self-Employed,Business,Own,21126.68331462996,600,Home,1,9,1
0,174886,Male,36,Single,2,High School,Self-Employed,Salaried,Other,21197.96694368403,843,Home,8,25,0
0,175067,Male,48,Divorced,3,Graduate,Employed,Salaried,Own,22526.96853198011,330,Education,7,16,0
0,175220,Male,34,Married,2,High School,Self-Employed,Professional,Own,22038.78025785662,849,Personal,4,16,1
0,175235,Female,39,Married,2,Graduate,Employed,Salaried,Rent,21171.285566331044,458,Personal,9,9,0
0,175337,Male,51,Single,3,Graduate,Unemployed,Salaried,Own,21326.097894392286,344,Home,5,9,1
0,175367,Male,27,Single,0,High School,Employed,Business,Own,20956.147164690283,849,Home,0,20,1
0,175392,Male,31,Married,1,High School,Employed,Business,Rent,21447.400297933833,566,Education,7,20,1
0,175425,Female,52,Married,3,Graduate,Employed,Freelancer,Own,20880.241618623913,540,Home,7,20,1
0,175488,Female,38,Married,0,Postgraduate,Employed,Professional,Own,20683.12978792367,375,Personal,3,19,0
0,175659,Male,35,Married,2,Graduate,Employed,Business,Other,21017.102971042128,762,Personal,8,14,0
0,175782,Male,58,Single,2,High School,Unemployed,Business,Other,20906.855268063307,403,Home,1,9,1
0,175797,Male,40,Married,1,Graduate,Employed,Freelancer,Own,23504.3931525869,515,Education,6,26,0
0,175847,Male,26,Married,0,Graduate,Unemployed,Professional,Own,20737.602185819982,315,Home,8,20,0
0,175937,Male,45,Single,3,Graduate,Employed,Business,Other,21378.48167289272,811,Personal,6,23,1
